id,sentence,label,clean
0_505,"""I just chatted to support, they told me that it was because the name was too generic.""",0,just chat support they told that becaus name gener
0_506,"""Well, the 10 apps showing when I search for the title, has NOTHING to do with the word I searched for, and the search word is the exact title of my app, and yet it doesn't show (not at all!""",0,well app show when search titl noth with word search search word exact titl doesn show
0_507,"""Not even as number 11 in the list...) Only 10 elements (or so) is shown, and .... omg, this is just nonsens!""",0,even number list onli element shown thi just nonsen
0_508,"""Change the Store search engine algorithm back, to as it was.""",1,chang store search engin algorithm back
0_509,"""To make it possible to actually find an app by its title.""",0,make possibl actual find titl
0_510,"""I have made an app, when I search for it, 10 apps pops up, and my app isn't any of them.""",0,have made when search app pop them
0_512,"""Well, the 10 apps showing when I search for the title, has NOTHING to do with the word I searched for, and the search word is the exact title of my app, and yet it doesn't show (not at_____ more""""",0,well app show when search titl noth with word search search word exact titl doesn show more
0_513,"""When dropping down the 'Apply Filters' area, I change the options and nothing changes in the review listing below.

There doesn't seem to be a way to make the new selections take effect.""""""""",0,when drop down appli filter area chang option noth chang review list below there doesn seem make select take effect
0_514,"""It would be nice if Runs / Spans inside a Richtextblock / Textblock could support more formatting properties like CSS - i.e. setting background color or a word, putting a border around a word, strikethrough, etc.

Currently it's difficult to do some of these things.

Nesting UIContainers inside of a RichTextBlock to add border elements needed for this ruins the alignment of text.""""""""",1,would nice run span insid richtextblock textblock could support more format properti like set background color word put border around word strikethrough current difficult some these thing nest uicontain insid richtextblock border element need thi ruin align text
0_515,"""In India lot of students buy Notebooks with Windows 8.1 SL (Not pro).

But for developing and testing Windows Phone apps we need Windows Pro version with Hyper-V.

Thats why lot of students chose to develop for android, because of no special requirement.""""",0,india student notebook with window develop test window phone app need window version with hyper that student chose develop android becaus special requir
0_516,"""At least you can give Students an option (on DreamSparks) to install Hyper-V on their regular OS.""""",1,least give student option dreamspark instal hyper their regular
0_517,"""I wish we would have a button to hold payouts if we reach even the threshold because i have a problem i would like to hold payouts for months where i don____t earn so much because the transaction fee is 30$ to my country and the payout threshold is 25$ so if i earn let____s say 30$ i get 0$ because of the transaction fees.""",1,wish would have button hold payout reach even threshold becaus have problem would like hold payout month where earn much becaus transact countri payout threshold earn becaus transact fee
0_518,"""If we can hold payouts we could hold them until we reach a reasonable amount and then pressing ok to pay out if you are allowed.""",0,hold payout could hold them until reach reason amount then press allow
0_519,"""Today only Windows Phone Store allows creation of beta and hidden apps.""",0,today onli window phone store allow creation beta hidden app
0_520,"""The Windows Dev Center does not allow that.""",0,window center doe allow that
0_521,"""It is very important that we support beta for both Windows Phone and Windows.""",0,veri import that support beta both window phone window
0_522,"""The .

net core frame work is a cute idea, but incorporate ideas that have caused me to avoid linux for the most part.""""",0,core frame work cute idea incorpor idea that have caus avoid linux most part
0_523,"""Picking and choosing from a utter mess of small packages to make one item work.""",0,pick choos from utter mess small packag make item work
0_524,"""Core should be reserves for micro systems such as the raspberry pi.""""",1,core should reserv micro system such raspberri
0_525,"""The date drop down in the Windows Dev Center needs to have custom date so the developers can see the total download of their application of any interval they enter.""",1,date drop down window center need have custom date develop total download their applic interv they enter
0_526,"""At the moment that is limited to 12 months.""",0,moment that limit month
0_527,"""Hello, I am an italian developer, sorry if my english is not good.

I have a problem with a windows phone app, and I have wrote to the support.""""",0,hello italian develop sorri english good have problem with window phone have wrote support
0_528,"""Support told me he does not know how to fix it (the problem).""",0,support told doe know problem
0_529,"""But he advised me to put a post here.""",0,advis post here
0_530,"""Below thr support mail As I suggested in my previous email please leave your feedback via the link below.""",0,below support mail suggest previou email pleas leav your feedback link below
0_531,"""I have already selected the appropriate category for you leave this feedback.""",0,have alreadi select appropri categori leav thi feedback
0_532,"""Here is where you will leave your feedback https://wpdev.uservoice.com/forums/110705-universal-windows-platform/category/81608-dev-center-store Our dev team will review your feedback and if they need to make any changes they will do so.""",0,here where will leav your feedback http wpdev uservoic forum univers window platform categori center store team will review your feedback they need make chang they will
0_533,"""MY PROBLEM - windows phone app description As you can see, if you call the links below are present """"carrige return"""" and white line between the sentences.""",0,problem window phone descript call link below present carrig return white line between sentenc
0_534,"""In the dashboard, there are also """"carrige return"""" and white line between the sentences.""",0,dashboard there also carrig return white line between sentenc
0_535,"""But if you go on the store using phone app, you don't see """"carriage return"""" and white line between the sentences.""",0,store use phone carriag return white line between sentenc
0_536,"""https://www.microsoft.com/en-us/store/apps/gps-navigator-recorder/9nblggh2vvj3 https://www.microsoft.com/it-it/store/apps/gps-navigator-recorder/9nblggh2vvj3 https://www.microsoft.com/es-es/store/apps/gps-navigator-recorder/9nblggh2vvj3 https://www.microsoft.com/pt-br/store/apps/gps-navigator-recorder/9nblggh2vvj3 Hello, I am an italian developer, sorry if my english is not good.""",0,http microsoft store app navig record nblggh http microsoft store app navig record nblggh http microsoft store app navig record nblggh http microsoft store app navig record nblggh hello italian develop sorri english good
0_537,"""I have a problem with a windows phone app, and I have wrote to the support.""",0,have problem with window phone have wrote support
0_542,"""Here is where you will leave your feedback https://wpdev.uservoice.com/forums/110705-universal-windows-platform/category/81608-dev-center-store Our dev team will review your feedback and if_____ more""""",0,here where will leav your feedback http wpdev uservoic forum univers window platform categori center store team will review your feedback more
0_543,"""Please make developing Augmented Reality (Geo and Marker) apps for all UW Platforms easy and UNIVERSAL with a good framework.""",1,pleas make develop augment realiti marker app platform easi univers with good framework
0_544,"""Improved and reliable Geolocation support is also a must have.""",1,improv reliabl geoloc support also must have
0_545,"""When developing Coded UI test for a localized UWP apps, test becomes dependent on texts that are localized.

On most controls this can easily be handled by an AutomationId, but on the CoreWindow and MessageBox (incl.""""",0,when develop code test local app test becom depend text that local most control thi easili handl automationid corewindow messagebox incl
0_546,"""buttons) you cannot set any AutomationId____s so the coded UI test has the use the title to find the elements.""",0,button cannot automationid code test titl find element
0_547,"""Please make support for setting set AutomationId on CoreWindows and MessageDialog!""""",1,pleas make support set automationid corewindow messagedialog
0_548,"""Include a RateMyApp for UWP control similar to RateMyApp control released by Nokia for Windows Phone 8.""",1,includ ratemyapp control similar ratemyapp control releas nokia window phone
0_549,"""This make it easy to implement and obtain rating.Saves time and can focus on app logic as opposed to mundane tasks.""",0,thi make easi implement obtain rate save time focu logic oppos mundan task
0_550,"""Provide an OOB control for standard store operations so that the developers can integrate these functionality more readily then writing code.""",1,provid control standard store oper that develop integr these function more readili then write code
0_551,"""For example a control that can allow developers to seek feedback from user directly""",0,exampl control that allow develop seek feedback from user directli
0_552,"""Instead of making a new app update immediately available to everyone, allow control in Dev Center to release to a percentage of users.

This allows developer to obtain metrics and feedback before opening the floodgates and reverting to previous version if necessary.""""""""",0,instead make updat immedi avail everyon allow control center releas percentag user thi allow develop obtain metric feedback befor open floodgat revert previou version necessari
0_553,"""Could you put in an update to reduce boot time by 2 seconds.

And make the start screen interactions smoother?

Such as swiping from start, to the list of all apps And could you reduce the time it takes for a windows app to open by 1 second e.g messaging, phone etc.""""",1,could updat reduc boot time second make start screen interact smoother such swipe from start list app could reduc time take window open second messag phone
0_554,"""WP has all of the security from 8.1 and features and some nice features please let the last feature be the Android apps.""",0,secur from featur some nice featur pleas last featur android app
0_555,"""Please don't add more and more features!""",1,pleas more more featur
0_556,"""Feel free to add the ability for extra apps as that's a requested feature and please keep adding performance improvements to make things run lighter.""",1,feel free abil extra app that request featur pleas keep ad perform improv make thing lighter
0_557,"""Just please don't keep adding loads of unnecessary features on top.""",1,just pleas keep ad load unnecessari featur
0_558,"""Thanks for reading I hope some of the points I made are clear and can be of help to you and your community :) Thankyou.""",0,thank read hope some point made clear help your commun thankyou
0_559,"""Could you put in an update to reduce boot time by 2 seconds.""",1,could updat reduc boot time second
0_560,"""And make the start screen interactions smoother?""",0,make start screen interact smoother
0_561,"""Such as swiping from start, to the list of all apps And could you reduce the time it takes for a windows app to open by 1 second e.g messaging, phone etc.""",0,such swipe from start list app could reduc time take window open second messag phone
0_564,"""Feel free to add the ability for extra apps as that's a requested feature and please keep adding_____ more""""",1,feel free abil extra app that request featur pleas keep ad more
0_565,"""Please fix Store loading times by reducing the time it takes to open and load all of the content, reduce the time by 1 second please this is for windows 10 mobile Store App""",1,pleas store load time reduc time take open load content reduc time second pleas thi window mobil store
0_566,"""Improve loading times for your apps by increasing the loading time by waiting 2 seconds less.""",1,improv load time your app increas load time wait second less
0_567,"""Please make windows 10 mobile in later builds more responsive just like 8.1.

On devices such as the Microsoft Lumia 640 the multi tasking bit, where you try to close the tab its not as smooth, its a bit laggy.""""",1,pleas make window mobil later build more respons just like devic such microsoft lumia multi task where close smooth laggi
0_568,"""This could be fixed.""""",0,thi could fix
0_569,"""If and when Android apps or if they are used as a universal windows app.""",0,when android app they use univers window
0_570,"""Please could you organise them and put them into categories e.g Snapchat with social media etc.""",1,pleas could organis them them into categori snapchat with social media
0_571,"""This could work :)""",0,thi could work
0_572,"""Please Microsoft improve the performance again with windows 10 mobile.""",1,pleas microsoft improv perform again with window mobil
0_573,"""Just like you did with 8.1 which was a bit faster than windows phone 8.""",0,just like with which faster than window phone
0_574,"""Thanks I know you can do it if you really try ;)""",0,thank know realli
0_575,"""Today I opened the Windows Dev account Payout report , I found up my advertising and my purchased app, already separate into two?

Why this happen?

I should get the total payout summary which include advertising and app that had purchased,""""""""",0,today open window account payout report found advertis purchas alreadi separ into thi happen should total payout summari which includ advertis that purchas
0_576,"""Included in the previous windows phone store description - was a 'last updated' field which would clearly let you know what the latest upload was.""",0,includ previou window phone store descript last updat field which would clearli know what latest upload
0_577,"""Maybe add this to Additional Information.""",0,mayb thi addit inform
0_578,"""Also the 'more from' publisher was an easy way for the developer to promote one's other published apps.""",0,also more from publish easi develop promot other publish app
0_579,"""It was also nice to see your 'badges' of honor... in one place {: Another suggestion is to add another section at the bottom - showing related apps - as long as they meet a certain review standard - to promote cross visibility.""",0,also nice your badg honor place anoth suggest anoth section bottom show relat app long they meet certain review standard promot cross visibl
0_580,"""Add the support in the Visual Studio designer to preview another language than the app default language""",0,support visual studio design preview anoth languag than default languag
0_581,"""Currently when the publisher name is chosen during signup a publisher id is derived from that.

This publisher id is then used to name the app packages and the apps LocalStorage folder.

If you are careless during signup you are stuck and can't change the publisher id, and therefore that naming of your packages.""""""""",0,current when publish name chosen dure signup publish deriv from that thi publish then use name packag app localstorag folder careless dure signup stuck chang publish therefor that name your packag
0_582,"""We would like to register as a developer in Windows Store.""",0,would like regist develop window store
0_583,"""But BVI is missing in the list of countries .""",0,miss list countri
0_584,"""Please add.""",1,pleas
0_585,"""I'm still waiting and there is no news on Project Centennial.

You have stopped listing Classic Desktop Apps on the store.

The much promised bridge for the store called Centennial for class apps is still not in sight.

Don't you have any concern for thousands of ISVs who developed Windows utility programs in the past to make Windows popular and successful?

Please put this project on high priority so that classic apps can get on to the store.

Or, if that is too difficult, please allow listing of the existing classic desktop apps in the store, the way you were doing earlier.""""",1,still wait there news project centenni have stop list classic desktop app store much promis bridg store call centenni class app still sight have concern thousand isv develop window util program past make window popular success pleas thi project high prioriti that classic app store that difficult pleas allow list exist classic desktop app store were do earlier
0_586,"""I'm still waiting and there is no news on Project Centennial.""",0,still wait there news project centenni
0_587,"""You have stopped listing Classic Desktop Apps on the store.""",0,have stop list classic desktop app store
0_588,"""The much promised bridge for the store called Centennial for class apps is still not in sight.""",0,much promis bridg store call centenni class app still sight
0_589,"""Don't you have any concern for thousands of ISVs who developed Windows utility programs in the past to make Windows popular and successful?""",0,have concern thousand isv develop window util program past make window popular success
0_590,"""Please put this project on high priority so that classic apps can get on to the store.""",1,pleas thi project high prioriti that classic app store
0_591,"""Or, if that is too difficult, please allow listing of the existing classic desktop apps in the store, the way you were_____ more""""",0,that difficult pleas allow list exist classic desktop app store were more
0_592,"""Please provide APIs to control home, volume, power and search button.""",1,pleas provid api control home volum power search button
0_593,"""https://doc.co/YSpoxj The link above is a Sway that explains my suggestion better than i can do so here.""",0,http yspoxj link abov sway that explain suggest better than here
0_594,"""I sincerely hope it makes a difference (Didn't know where else to give this suggestion as there is no live.com uservoice)""",0,sincer hope make differ didn know where els give thi suggest there live uservoic
0_595,"""As the audiences from the Business Store and the Retail App Store are different it makes no sense that to publish to the Business Store you have to submit the app to the Retail Store.""",0,audienc from busi store retail store differ make sens that publish busi store have submit retail store
0_596,"""This means ISVs will have to deal and support non-business users.""",0,thi mean isv will have deal support busi user
0_597,"""Please decouple this workflow and let ISVs submit their apps to the Business Store and NOT to the Retail Store.""",0,pleas decoupl thi workflow isv submit their app busi store retail store
0_598,"""________ ________________ ________________________________ ____________________ UWP _____________________________ _______________ _______________________ __ _________________.

________ ______________________________ _____ _________________ __ _________________ __________ ________________________________ ____________________ UWP.

________ __________ ____________________________.

____________________________: """"""""WinGeoChat"""""""" (WinGeoChat_ 1.9.3.0 _x86_x64_arm_bundle.""""",0,wingeochat wingeochat bundl
0_600,"""appxupload), """"_______________-___________________ GPS"""" (GPS _______________ 1.5.4.0 Device_ _x86_x64_arm_bundle.""",0,appxupload devic bundl
0_602,"""appxupload), ________________________ ________________ (________________ 1.1.3.0 Table_ _x86_x64_arm_bundle.""",0,appxupload tabl bundl
0_604,"""appxupload).""""",0,appxupload
0_605,"""Side Loaded Apps - Full kernel driver access.""",0,side load app full kernel driver access
0_606,"""Allow Windows IoT Enterprise embedded devices to run a WUP app and access its own PCIe Hardware.""",0,allow window enterpris embed devic access pcie hardwar
0_607,"""In theory it is allowed.""",0,theori allow
0_608,"""In practice there is no way to petiton for help.""",0,practic there petiton help
0_609,"""Ever since you changed the rating algorithm the are apps that can't be found.

This happens on the Windows Phone and Windows store, apps that prior to your changes were making decent downloads are now to 0.""""",0,ever sinc chang rate algorithm app that found thi happen window phone window store app that prior your chang were make decent download
0_610,"""One of my paid apps dropped its downloads by 50%, there are other devs which apps are now at 0 downloads daily.""",0,paid app drop download there other dev which app download daili
0_611,"""An example https://www.windowsphone.com/en-us/store/search?q=fb+pages+manager+pro Searching for the app fullname appears a bunch of junk and unrelated apps first and only after the actual app with the search terms...""""",0,exampl http windowsphon store search page manag search fullnam appear bunch junk unrel app first onli after actual with search term
0_612,"""Add Image Cropping support on the CameraCaptureUI on mobile devices as it is on the desktop""",1,imag crop support cameracaptureui mobil devic desktop
0_613,"""It's ridiculous that we cannot specify InputScope for AutoCompleteBox.""",0,ridicul that cannot specifi inputscop autocompletebox
0_614,"""Please add it ASAP""",1,pleas asap
0_615,"""It looks as if the return value of... Windows.System.Power.EnergySaverStatus ...is always 1, i.e. ""Off"".

Regardless of a threshold set in the energy saver settings.

Looks like a bug.

I'm using a Lumia 620 device with Windows 10 Mobile Build 10586.11.

Could someone please have a look into this Thanks!""""""""",0,look return valu window system power energysaverstatu alway regardless threshold energi saver set look like use lumia devic with window mobil build could someon pleas have look into thi thank
0_616,"""can i summary all the Knowledge to smth real new?""",0,summari knowledg smth real
0_617,"""We currently have apis to edit the user Libraries (https://msdn.microsoft.com/en-us/library/windows/apps/windows.storage.storagelibrary.aspx) but it would be great if we could just have a unified UI for all apps.

That UI is already there (windows explorer) for classic windows apps.

A modern UI would be great.

One way to make that available to developper is throught launchers (https://msdn.microsoft.com/en-us/library/windows/apps/mt210951.aspx) example: Launcher.LaunchUriAsync(new Uri(""""""""ms-libaries:music"""""""")); Launcher.LaunchUriAsync(new Uri(""""""""ms-libaries:videos""""""""));""""""""",1,current have api edit user librari http msdn microsoft librari window app window storag storagelibrari aspx would great could just have unifi app that alreadi there window explor classic window app modern would great make that avail developp throught launcher http msdn microsoft librari window app aspx exampl launcher launchuriasync libari music launcher launchuriasync libari video
0_618,"""I hope I can set my App price is $0.2, but I can't now.""",0,hope price
0_619,"""please copy the screenmirroring class from android to UWP, Windows 10.

It is a shame, that any smartphone can connect to TVs but only top hardware devices under Windows 10 can do screenmirroring / project""""""""",0,pleas copi screenmirror class from android window shame that smartphon connect onli hardwar devic under window screenmirror project
0_620,"""see http://stackoverflow.com/questions/33615542/error-not-enough-storage-using-fileloggingsession Writing to a FileLoggingSession that has a LgoFileGenerated event atttached via a LoggingChannel in a loop without pausing throw exception ""Not enough storage"".""",0,http stackoverflow question error enough storag use fileloggingsess write fileloggingsess that lgofilegener event atttach loggingchannel loop without paus throw except enough storag
0_621,"""Besides making it easier for Android/iOS devs to port to Windows through the bridges, I think you can think of making it easier for devs starting with Windows to easily port the apps to Android/iOS as well.

For example you can buy Xamarin and make it free, or develop a bridge to help share C# code with Android/iOS.""""",0,besid make easier android dev port window through bridg think think make easier dev start with window easili port app android well exampl xamarin make free develop bridg help share code with android
0_622,"""That would make it great for devs who start building with Windows platform first and wanna bring to other platforms.""""",0,that would make great dev start build with window platform first wanna bring other platform
0_623,"""I need a way to create a mouse cursor (CoreCursor) from my own data, such as: RGBA8 array of pixel colors int w, int h - size of the image int x, int y - hot_spot in the image.

Currently there's no way to dynamically create a mouse cursor.

All Win32, Mac, Linux have API's to do so, but UWP doesn't.""""",0,need creat mous cursor corecursor from data such rgba array pixel color size imag spot imag current there dynam creat mous cursor linux have doesn
0_624,"""I manage the images, files and resources using my own toolset, so I need to be able to create a cursor from that data.""""",0,manag imag file resourc use toolset need abl creat cursor from that data
0_625,"""When uploading an app bundle of an Universal app to either the Window or Windows Phone store, the version is displayed as ""2015.523...."" instead of the version the developer set for the package.

This is very confusing and a question was asked several times in the forums (see https://social.msdn.microsoft.com/Forums/en-US/d2913ad6-6130-45b6-8a7f-086ff7f04cff/problem-with-version-number?forum=wpsubmit) Please comment and document this behavior""""""""",0,when upload bundl univers either window window phone store version display instead version develop packag thi veri confus question ask sever time forum http social msdn microsoft forum problem with version number forum wpsubmit pleas comment document thi behavior
0_626,"""Classic Win32 has the option to disable Windows key when using Direct Input and DISCL_NOWINKEY.""",0,classic option disabl window when use direct input discl nowinkey
0_627,"""This is not available on UWP.""",0,thi avail
0_628,"""Today I have run into a problem with ComboBox control.

The issue can be easily reproduced: I have two rows and two columns.

Left column takes as much space as possible and I place the ComboBox into the right column.

I populate the ComboBox with a few items and run the app.

I maximize the window, open the ComboBox popup (selection menu), minimize and I see the popup moved to the middle of the window.""""""""",0,today have into problem with combobox control issu easili reproduc have row column left column take much space possibl place combobox into right column popul combobox with item maxim window open combobox popup select menu minim popup move middl window
0_629,"""Remove the limitations which inhibits WinRT *custom* components to be used on a desktop application.""",0,remov limit which inhibit winrt custom compon use desktop applic
0_630,"""1""",0,
0_631,"""Make the interop with .""",0,make interop with
0_632,"""NET straightforward instead of messing pinvokes 2.""",0,straightforward instead mess pinvok
0_633,"""Make all developers become more familiar with WinRT 3.""",1,make develop becom more familiar with winrt
0_634,"""Allows C++ developers to produce components with a well-known ABI avoid the messing to recompile tons of sources every time""",0,allow develop produc compon with well known avoid mess recompil ton sourc everi time
0_635,"""Ads should start displaying in an app on the day it is published so the developer can generate revenue immediately.""",1,should start display publish develop gener revenu immedi
0_636,"""It's not fair to the developer that ads can sometimes start days or weeks after the app is published.""",0,fair develop that sometim start day week after publish
0_637,"""Many apps have cloud services behind them that cost money and no revenue is generated for up to two weeks in some situations.""",0,mani app have cloud servic behind them that cost money revenu gener week some situat
0_638,"""How would Microsoft like it if devs were paid two weeks before their app went on the store?""",0,would microsoft like dev were paid week befor their went store
0_639,"""Developers who do not have access to capable hardware need to have the ability to test Continuum for Phones on the emulator to ensure that the app works as expected.""",0,develop have access capabl hardwar need have abil test continuum phone emul ensur that work expect
0_640,"""Please allow developers to test Continuum for Phones on the Windows 10 Mobile emulator.""",1,pleas allow develop test continuum phone window mobil emul
0_641,"""After 20+ yrs with Microsoft we developers continue to get screwed.

First, OneDrive reduction for your office 365 subscribers, now you don't support mock frameworks ... really ??""""",0,after with microsoft develop continu screw first onedr reduct your offic subscrib support mock framework realli
0_642,"""First time I am considering leaving the MS echo system.""",0,first time consid leav echo system
0_643,"""you guys are getting worse.""",0,guy get wors
0_644,"""You want people to develop UWP but you gives half-crapped systems.""""",0,want peopl develop give half crap system
0_645,"""When you add an element as an overlay over the MapControl and this element has IsHitTestVisible=False, MapHolding, MapElementClick, etc..

.

events are not raised.""""""""",0,when element overlay over mapcontrol thi element ishittestvis fals maphold mapelementclick event rais
0_646,"""If you request an offset for a location that is outside of the visible map portion, the returned point is not computed using the same Dpi than a location which lie inside of the visible portion of the map.

Currently, we have to test if the returned points is inside the rect with a size of map.ActualWidth and map.ActualHeight.""""",0,request offset locat that outsid visibl portion return point comput use same than locat which insid visibl portion current have test return point insid rect with size actualwidth actualheight
0_647,"""If the point is outside, we have to divide the result by RawPixelsPerViewPixel.""",0,point outsid have divid result rawpixelsperviewpixel
0_648,"""Ex: a point with a location near the top right corner of the map and inside the map will have an offset of 319,0 if the location is slightly on the right, the returned point will be 481,0 instead of 321,0 (you have to divide it by a factor of 1.5 on my Lumia 635).""",0,point with locat near right corner insid will have offset locat slightli right return point will instead have divid factor lumia
0_649,"""Please fix that anoying issue.""",1,pleas that anoy issu
0_650,"""If you request an offset for a location that is outside of the visible map portion, the returned point is not computed using the same Dpi than a location which lie inside of the visible portion of the map.""",0,request offset locat that outsid visibl portion return point comput use same than locat which insid visibl portion
0_651,"""Currently, we have to test if the returned points is inside the rect with a size of map.ActualWidth and map.ActualHeight.""",0,current have test return point insid rect with size actualwidth actualheight
0_653,"""Ex: a point with a location near the top right corner of the map and inside the map will have an offset of 319,0 if the location is_____ more""""",0,point with locat near right corner insid will have offset locat more
0_654,"""MapControl.GetOffsetForLocation return -1,-1 when it fail.

I would prefer it return a boolean or an enum with the Fail reason.

Probably when the location is outside the camera frustum... It would be nice if we could have a function to clip a path to the camera frustum.

(to draw it as an overlay, with Win2D for example as it is faster to refresh than using MapPolyline...).""""",1,mapcontrol getoffsetforloc return when fail would prefer return boolean enum with fail reason probabl when locat outsid camera frustum would nice could have function clip path camera frustum draw overlay with exampl faster refresh than use mappolylin
0_655,"""The best of the best would be to have a DrawingContext on the MapControl :-) with DrawLine etc..""",0,best best would have drawingcontext mapcontrol with drawlin
0_657,"""I need to implement a such thing for my own project.""""",0,need implement such thing project
0_658,"""ShowAt show the flyout with the size (width) defined in the style However ShowAtAsync show the flyout with the with of the element passed in parameter and ignore the style.

I think its a bug.

ShowAtAsync would be more convinient to use but we cannot as the flyout is not size according to its content, but to the width of the attached button.""""""""",0,showat show flyout with size width defin style howev showatasync show flyout with with element pass paramet ignor style think showatasync would more convini cannot flyout size accord content width attach button
0_659,"""FieldOfView is in degrees on W10 Mobile and in radians on Desktop.""",0,fieldofview degre mobil radian desktop
0_660,"""Please fix it.""",1,pleas
0_661,"""Apparently Windows 8.1 HTML store apps do not support IndexedDB, so developers are using ad-hoc solutions on top of SQLite:http://blogs.windows.com/buildingapps/2014/07/02/writing-a-sqlite-wrapper-component-for-universal-windows-apps/ This is a poor state of affairs for the web platform, since IndexedDB has long replaced WebSQL as the preferred way to store user data.

So it should be supported in store apps.""""""""",1,appar window html store app support indexeddb develop use solut sqlite http blog window buildingapp write sqlite wrapper compon univers window app thi poor state affair platform sinc indexeddb long replac websql prefer store user data should support store app
0_662,"""If we have a form in a scrollviewer and a textbox recieves focus then the page translates.Instead of that the page size should become smaller and the user shouldbe able to scroll all the fields even when the page is open.

This can be seen in settings page.

Start typing something in the search tab and try to scroll to the bottom most element while the inputpane is open, you cant see the last element.""""""""",0,have form scrollview textbox reciev focu then page translat instead that page size should becom smaller user shouldb abl scroll field even when page open thi seen set page start type someth search scroll bottom most element while inputpan open cant last element
0_663,"""A store app uses BackgroundDownloader download a FTP URI.

After the first successful download, BackgroundDownloader caches the resulting file.Regardless of whether the FTP server is online or the file is updated, downloaded again will be successful to get a cache file.""""",0,store use backgrounddownload download after first success download backgrounddownload cach result file regardless whether server onlin file updat download again will success cach file
0_664,"""Do not uninstall this App case, how to download again the latest file in real time from the same FTP URI ?""""",0,uninstal thi case download again latest file real time from same
0_665,"""When a corporate customer tries to submit app, an error message ""Your account doesn't have permission to submit apps to the Store"" displays and they cannot submit any app.

I know that this message means when Symantec vetting is triggered, but this message is vague and doesn't mention what user needs to do.""""",0,when corpor custom tri submit error messag your account doesn have permiss submit app store display they cannot submit know that thi messag mean when symantec vet trigger thi messag vagu doesn mention what user need
0_666,"""Please modify like this. """"",1,pleas modifi like thi
0_667,"""Your account is validating by Symantec.

You cannot submit any app during this period.

It will takes 7 to 10 days typically.

Open your account settings and make sure registered information is correct.

When you modify account information, vetting will be triggered automatically.""""",0,your account valid symantec cannot submit dure thi period will take day typic open your account set make sure regist inform correct when modifi account inform vet will trigger automat
0_668,"""https://dev.windows.com/Account/Management If you have any question, please contact support.""",1,http window account manag have question pleas contact support
0_669,"""( http://aka.ms/storesupport ) """" http://1drv.ms/1Pk2HVp When a corporate customer tries to submit app, an error message """"Your account doesn't have permission to submit apps to the Store"""" displays and they cannot submit any app.""",0,http storesupport http when corpor custom tri submit error messag your account doesn have permiss submit app store display they cannot submit
0_670,"""I know that this message means when Symantec vetting is triggered, but this message is vague and doesn't mention what user needs to do.""",0,know that thi messag mean when symantec vet trigger thi messag vagu doesn mention what user need
0_673,"""_ more""""",0,more
0_674,"""Some apps don't work in background well.

Downloads may breaks when apps switched.

For example, it's better that browser can load a page while i'm switching on another application.""""",0,some app work background well download break when app switch exampl better that browser load page while switch anoth applic
0_675,"""Thank you.""""",0,thank
0_676,"""Add opacity per layer to dynamically adjust layer opacity (say with a slider) if tiles have been previously loaded and viewed.""",0,opac layer dynam adjust layer opac with slider tile have been previous load view
0_677,"""The WP7 map control lets one adjust layer Opacity.""",0,control let adjust layer opac
0_678,"""Original request per jaybo_nomad in forum: https://social.msdn.microsoft.com/Forums/en-US/761009ed-975f-4995-b218-2fca2572ae44/win10-map-control-why-isnt-opacity-available-on-tile-layers?forum=bingmapswindows8""",0,origin request jaybo nomad forum http social msdn microsoft forum control isnt opac avail tile layer forum bingmapswindow
0_679,"""I've got a Win8 app in the store.

I want to beta test a win10 version of it.

So I set the app to """"""""Hide & Stop selling"""""""" I then submit the win10 version and get some promo codes Watching my app analytics, I see *FAR* more devices now have my win10 app than I intended, because *updates* still get pushed regardless of the listing settings!""""",0,store want beta test version hide stop sell then submit version some promo code watch analyt more devic have than intend becaus updat still push regardless list set
0_680,"""This needs to be fixed.""""",1,thi need fix
0_681,"""Windows Phone Silvelight XAPs were signed, so anyone donwloading them through the Store (manual download) could not have easy access to the sources of the app.

Now with Universal apps / WinRT (.

appx), our binaries are not longer signed as a whole, any script kiddie can unzip and decompile any app.""""",0,window phone silvelight xap were sign anyon donwload them through store manual download could have easi access sourc with univers app winrt appx binari longer sign whole script kiddi unzip decompil
0_682,"""That's a huge problem regarding developer investing on the platform.""""",0,that huge problem regard develop invest platform
0_683,"""Bring famous mock frameworks to UWP!""",0,bring famou mock framework
0_684,"""http://www.moqthis.com/ http://nsubstitute.github.io/ http://fakeiteasy.github.io/ http://www.telerik.com/justmock/free-mocking http://nmock3.codeplex.com/""",0,http moqthi http nsubstitut github http fakeiteasi github http telerik justmock free mock http nmock codeplex
0_685,"""Take a look here https://github.com/nodejs/node-gyp We need a better and lighter way to install only what's needed for the C/C++ compiler.""",0,take look here http github nodej node need better lighter instal onli what need compil
0_686,"""We don't need VS Express and everything from Windows 7 SDK.""",0,need express everyth from window
0_687,"""There should be a better way to compile those node.js modules that depend on C/C++ for example socket.io""",1,there should better compil those node modul that depend exampl socket
0_688,"""Beat""",0,beat
0_689,"""Well,many country doesn't have visa card availability.So the only way we can have international transactions is via prepaid visa card.So ms should support prepaid card for dev account registration.Or atleast ms should state in the registration form that you dont support prepaid card for developer account.""",1,well mani countri doesn have visa card avail onli have intern transact prepaid visa card should support prepaid card account registr atleast should state registr form that dont support prepaid card develop account
0_690,"""My friends have a problem with finding my app in Microsoft Store.""",0,friend have problem with find microsoft store
