id,sentence,label,clean
1824_16,"""When developing with the phone connected via USB, having the screen lock itself is very annoying, and makes app deployment fail.""",0,develop phone connect via usb screen lock annoy make app deploy fail
1824_17,"""Some WP7 phone (not the AT&T Samsung Focus) have a ""never"" screen timeout.""",0,wp phone at t samsung focu never screen timeout
1824_18,"""However this is for battery and powered scenarios, and you don't want to be manually switching it back and forth all the time.""",0,howev batteri power scenario want manual switch back forth time
1824_19,"""Some of us are stuck with a phone that locks itself all the time.""",0,us stuck phone lock time
1825_1,"""The screen lock also interrupts or prevents app deployment.""",0,screen lock also interrupt prevent app deploy
1826_1,"""This makes Visual Studio fail to start the debugging session.""",0,thi make visual studio fail start debug session
1826_2,"""An app deployment should unlock the screen and reset the lock timer to zero.""",1,an app deploy unlock screen reset lock timer zero
1827_1,"""An app deployment should unlock the screen and reset the___ more""",0,an app deploy unlock screen reset
1827_2,"""We need a beta store for windows 10 apps for selected internal testers only.""",1,we need beta store window app select intern tester
1828_1,"""With the windows phone store it was possible to have a beta version of the app.With windows apps, it was not (and nobody ever got why!).""",0,window phone store possibl beta version app window app nobodi ever got
1828_2,"""Copy from Android and add beta and alpha store too!""",1,copi android add beta alpha store
1829_1,"""Do not complain if developers prefer other platforms: you don't make us life easy at all!!""",0,do complain develop prefer platform make us life easi
1830_1,"""Currently you can assign to ApplicationBarIconButton an icon present on your project as 'content'.""",0,current assign applicationbariconbutton icon present project content
1831_1,"""This basically means you have to determine your icons at design time.""",0,thi basic mean determin icon design time
1831_2,"""By providing the ability to assign an icon placed on the IsolatedStorage, the developer will be free to create button icons at runtime, dynamically download them from other places etc.""",0,by provid abil assign icon place isolatedstorag develop free creat button icon runtim dynam download place etc
1831_3,"""There is no such option to delete the beta app from dashboard.""",0,option delet beta app dashboard
1832_1,"""Even there should be a option to delete the MPNS certificate .""",1,even option delet mpn certif
1832_2,"""I don't believe that there is not ADO.NET!""",0,i believ ado net
1834_1,"""No SQL queries to run.""",0,no sql queri run
1835_1,"""Must redo all applications from Windows Mobile/MonoTouch/MonoDroid/WPF for WP7.""",0,must redo applic window mobil monotouch monodroid wpf wp
1835_2,"""I have the same core code running on the above platforms but to do it on WP7.1 I will have to rewrite!""",0,i core code run platform wp i rewrit
1836_1,"""Unacceptable.""",0,unaccept
1837_1,"""After application migration to the new dashboard, use the original product ID to bind High German map failure""",0,applic migrat new dashboard use origin product id bind high german map failur
1838_1,"""Adding new test users without new submission.""",0,ad new test user without new submiss
1838_2,"""Posibility to add new test users in real-time mode.""",1,posibl add new test user real time mode
1838_3,"""It will be more quickly and easier.""",0,it quickli easier
1839_1,"""Give ability to create games that have access for xbox live achievements.""",1,give abil creat game access xbox live achiev
1839_2,"""It doesn't have to be full access.""",0,it full access
1840_1,"""Still only partners can have a ""Xbox live"" mark on their game icon, but having a one place for achievements, leader boards and friends would be great (WP7 Live?)""",0,still partner xbox live mark game icon one place achiev leader board friend would great wp live
1840_2,"""Some people have had other developers submit apps to the marketplace on their behalf for many reason.""",0,peopl develop submit app marketplac behalf mani reason
1841_1,"""They may have been in a country that is not supported for example.""",0,may countri support exampl
1841_2,"""More then one developer may have worked on the app and are now splitting.""",0,one develop may work app split
1841_3,"""Some people may sell their apps to others.""",0,peopl may sell app
1841_4,"""In all these cases it breaks the update cycle for existing users because the new owner would have to create a new app instead of updating the existing one.""",0,in case break updat cycl exist user new owner would creat new app instead updat exist one
1841_5,"""When I create a paid app with a trial option, many users blow right by it because it doesn't show up in the ""free"" category even though a light version of the app is free (via the trial).""",0,i creat paid app trial option mani user blow right show free categori even though light version app free via trial
1841_6,"""Some people are resorting to the super-inefficient Apple app store method of releasing 2 versions of the app... one that shows up in the ""free"" category and another that runs as a paid app.""",0,peopl resort super ineffici appl app store method relea version app one show free categori anoth run paid app
1841_7,"""The ""trial"" is a fantastic concept, but it is hobbled by this oversight""",0,trial fantast concept hobbl oversight
1841_8,"""Add ADO.NET to the Silverlight .Net framework so you can use DataSets when working with XML and Relational Data via C# in Windows Phone 7.""",1,add ado net silverlight net framework use dataset work xml relat data via c# window phone
1841_9,"""Right now there is no way to sync anything but pictures generated on the phone to the user's PC.""",0,right way sync anyth pictur gener phone user pc
1841_10,"""If I create a word processor style application or something of the sort, I have to start integrating with this service or that service on the ""cloud"" to get it off the user's device.""",0,if i creat word processor style applic someth sort i start integr servic servic cloud get user devic
1841_11,"""Users are sensitive to data usage because it costs them money.""",0,user sensit data usag cost money
1841_12,"""None of my customers understand why they cant just connect the phone to thier PCs and the files are automatically sync'ed to a folder dedicated for this.""",0,none custom understand cant connect phone thier pc file automat sync ed folder dedic
1841_13,"""It is especially wierd since they can sync pictures and music.""",0,it especi wierd sinc sync pictur music
1841_14,"""It is especially wierd since they can sync pictures___ more""",0,it especi wierd sinc sync pictur
1841_15,"""I need to write to a bitmap which is very painful (imagine a vnc client for example) on windows phone right now, so please support the Copy- and WritePixels methods and some others.""",1,i need write bitmap pain imagin vnc client exampl window phone right plea support copi writepixel method
1841_16,"""I would like to have one overview with all reviews for all apps.""",1,i would like one overview review app
1841_17,"""At the moment you have to open the reviews for every app, one at the time.""",0,at moment open review everi app one time
1841_18,"""If you have many apps like me (about 40) it takes a lot of time.""",0,if mani app like take lot time
1841_19,"""Maybe you can add an 'All Apps' option to the 'Page filter' of the reviews.""",1,mayb add app option page filter review
1841_20,"""Dear Team Support, I was uploading games in windows phone store, but from last Friday there seems to be some kind of bug in your windows phone store.""",0,dear team support i upload game window phone store last friday seem kind bug window phone store
1841_21,"""I have created one new app and reserved it's name on that called fightofthelenegs, but when I try to create app packages, it is not showing in the package list in visual studio!!""",0,i creat one new app reserv name call fightoftheleneg i tri creat app packag show packag list visual studio
1842_1,"""I am unable to understand the reason!!""",0,i unabl understand reason
1842_2,"""Please do help me on this so that I can upload another new game in the store itself.""",0,plea help i upload anoth new game store
1842_3,"""I am using Visuall Studio 2013.""",0,i use visual studio
1843_2,"""Updating an app listing that supports multiple languages is one of the most painful experiences when developing for Windows.""",0,updat app list support multipl languag one pain experi develop window
1843_3,"""Why can we not just have a ""store manifest"" that includes all localized descriptions, screenshots, etc.""",1,whi store manifest includ local descript screenshot etc
1843_4,"""which will be detected when we upload the app via the dashboard.""",0,detect upload app via dashboard
1843_5,"""It would allow us to skip all that crazy input in 32 different languages, just to (for example) swap out one screenshot.""",0,it would allow us skip crazi input differ languag exampl swap one screenshot
1844_1,"""Alternatively: provide an API for the submission process so we can at least somewhat alleviate the pain ourselves.""",1,altern provid api submiss process least somewhat allevi pain
1844_2,"""It would be a great way to better integrate applications if there was a sports & news hub.""",0,it would great way better integr applic sport news hub
1845_1,"""I imagine the default setup could simply default to news and sports from MSN (or one of MS' other affiliates) then allow RSS feeds to be added.""",1,i imagin default setup could simpli default news sport msn one ms affili allow rss feed ad
1845_2,"""Enhance that further by allowing 3rd party application tie-ins, like ESPN's app or news from a BBC or CNN application.""",1,enhanc allow rd parti applic tie like espn app news bbc cnn applic
1846_1,"""MS' could even add features like they have in Media Center for Sports such as a ticker feed and Fantasy player tracking.""",1,ms could even add featur like media center sport ticker feed fantasi player track
1846_2,"""Support Windows Server 2008 R2""",0,support window server r
1847_1,"""Controls displaying the SIP when focused should provide a method to close the SIP to ensure data binding is applied.""",1,control display sip focu provid method close sip ensur data bind appli
1847_2,"""Currently if the user clicks the ""save"" button right after using the SIP, the data entered is not persisted to the object bound to the control.""",0,current user click save button right use sip data enter persist object bound control
1848_1,"""Is it possible to put something like Microsoft.WindowsMobile.status on the development of your Windows phone 7.1?""",0,is possibl put someth like microsoft windowsmobil statu develop window phone
1849_1,"""Purpose: Events related to: When one phone call starts and ends.""",0,purpo event relat one phone call start end
1849_2,"""also something for SMS.""",0,also someth sm
1849_3,"""This is for perform any action on background!""",0,thi perform action background
1849_4,"""Allow developers to use an in-built API to compress videos captured from the camera, using either H264, or MPEG-4.""",1,allow develop use built api compress video captur camera use either h mpeg
1849_5,"""Sometimes it's usefull to explore and tranfer back files generated in app that's running on phone/emulator back to the developer PC, without additional coding.""",0,sometim use explor tranfer back file gener app run phone emul back develop pc without addit code
1849_6,"""Remove the 10 recipient cap on App generated SMS messages.""",1,remov recipi cap app gener sm messag
1849_7,"""Obviously this is in place to ensure people do not spend lots of money if they don't have unlimited bundles.""",0,obviou place ensur peopl spend lot money unlimit bundl
1849_8,"""However a simple message box saying ""This message is going to be sent to 36 people, are you sure you want to send"" would be sufficient.""",0,howev simpl messag box say thi messag go sent peopl sure want send would suffici
1849_9,"""This System for featuresuggestion is good, but I miss the feedback to the feedback.""",0,thi system featuresuggest good i miss feedback feedback
1849_10,"""At the moment only one idea is marked as planed.""",0,at moment one idea mark plane
1849_11,"""Even some of the ideas will ship in the next Update they haven't marked as planed or startet.""",0,even idea ship next updat mark plane startet
1849_12,"""Which would give the people that use this Platform give a positive feedback and get there Votes back without manualy search for votes they no longer need because it will be provided in the next Update""",0,would give peopl use platform give posit feedback get vote back without manuali search vote longer need provid next updat
1850_1,"""The company for I works loose a project because one of the client's requirements is change the Windows Wallpaper, ringtones and other features that are no disponible in Windows Phone 7.""",0,compani i work loo project one client requir chang window wallpap rington featur dispon window phone
1850_2,"""The project will be developed in Andriod.""",0,project develop andriod
1850_3,"""Please allow us to maintain all app packages, store assets, descriptions, screenshots, and metadata in a Git repository and simply push to a Git remote to upload.""",1,plea allow us maintain app packag store asset descript screenshot metadata git repositori simpli push git remot upload
1850_4,"""Currently it is VERY TEDIOUS and takes HOURS to submit an app update, especially when you have multiple app packages, and lots of languages.""",0,current veri tediou take hour submit app updat especi multipl app packag lot languag
1850_5,"""You have to manually use the website to change descriptions, switch languages, lots of copy and paste, remove each screenshot, put a new screenshot.""",0,manual use websit chang descript switch languag lot copi past remov screenshot put new screenshot
1850_6,"""It literally takes hours, and it drives you crazy.""",0,it liter take hour drive crazi
1850_7,"""Instead we could get everything ready locally and do a push and upload it all quickly.""",0,instead could get everyth readi local push upload quickli
1851_1,"""Currently apps are executed in sandboxes and there's no way to apps can work together.""",0,current app execut sandbox way app work togeth
1852_1,"""one app to look up information in the internet opens up another app that can scan barcodes..""",0,one app look inform internet open anoth app scan barcod
1852_2,"""The same is true for applications and the OS itself.""",0,true applic os
1853_1,"""Some kind of handlers on context menus of certain objects would be great.""",1,kind handler context menu certain object would great
1853_2,"""the context menu of images could list tasks provided by apps dealing with images.""",0,context menu imag could list task provid app deal imag
1853_3,"""In more detailed/extremely simplified: What about having an app that rotates an image, an app that uploads images into the web and an app that is capable to send an image to the nearest printer.""",0,in detail extrem simplifi app rotat imag app upload imag web app capabl send imag nearest printer
1854_1,"""In more detailed/extremely simplified: What about having an app that rotates an image, an app that uploads images into the web and an app that is capable to send___ more""",0,in detail extrem simplifi app rotat imag app upload imag web app capabl send
1854_2,"""i dont want use UAC, is a security risk.""",0,dont want use uac secur risk
1854_3,"""but i want have metro apps""",0,want metro app
1854_4,"""Application developers currently (pre-Mango) have no facilities to access the c contents of an incoming SMS message.""",0,applic develop current pre mango facil access c content incom sm messag
1855_1,"""It would be great if applications could register for such a capability thus enabling scenarios such as SMS challenge authentication.""",1,it would great applic could regist capabl thu enabl scenario sm challeng authent
1856_1,"""Add Ability to set referrer and other custom headers when using HttpWebRequest""",1,add abil set referr custom header use httpwebrequest
1856_2,"""My company likes WP7, but the nonexistence of visual voice-mail is stopping a switch from the iPhone.""",0,my compani like wp nonexist visual voic mail stop switch iphon
1856_3,"""Is there a way to access voice-mail metadata?""",0,is way access voic mail metadata
1856_4,"""Distribute more application bar icons in SDK (at least each one used by built-in applications); provide forum/marketplace for other artwork, including control templates & styles.""",1,distribut applic bar icon sdk least one use built applic provid forum marketplac artwork includ control templat style
1856_5,"""Increase webbrowser control function""",1,increa webbrow control function
1856_6,"""Google has playbooks and apple has ibooks for better reading of eBooks and there are many third party applications which make easy reading of ebooks but none of theme have inbuilt dictionary and they lack in many features in terms of user experience.""",0,googl playbook appl ibook better read ebook mani third parti applic make easi read ebook none theme inbuilt dictionari lack mani featur term user experi
1857_1,"""It will be nice if window phone or all Microsoft devices have onebooks application for reading eBooks and magazines etc..""",1,it nice window phone microsoft devic onebook applic read ebook magazin etc
1857_2,"""I understand the max size limitation to control.""",0,i understand max size limit control
1858_1,"""And there are some approach to work around on most of the controls.""",0,approach work around control
1858_2,"""However, for some control, e.g.""",0,howev control e g
1858_3,"""TextBox, it's a big problem.""",0,textbox big problem
1858_4,"""Socket APIs and duplex WCF communication""",0,socket api duplex wcf commun
1858_5,"""Currently it's not possoble to make connections behind proxy servers that require authentication.""",0,current possobl make connect behind proxi server requir authent
1859_1,"""This very much limits business type apps that can use resources or run apps while connected to a work network.""",0,thi much limit busi type app use resourc run app connect work network
1859_2,"""It's only currently possible via the web browser.""",0,it current possibl via web browser
1859_3,"""support chinese""",1,support chine
1860_1,"""Allow developers to alter/edit an applications metadata, including description, images/graphics, pricing and keywords etc... once the app is published without resubmitting.""",1,allow develop alter edit applic metadata includ descript imag graphic price keyword etc app publish without resubmit
1861_1,"""This would make bug fixes to spelling and screeshots simple & would save Microsoft from having to test submissions for Metadata only.""",0,thi would make bug fix spell screeshot simpl would save microsoft test submiss metadata
1861_2,"""Maybe sending a zip.""",0,mayb send zip
1861_3,"""System supported application error reporting service, that would report back to developers application crashes and details.""",0,system support applic error report servic would report back develop applic crash detail
1861_4,"""I wish I could simulate multitouch on the emulator (ie: Pinch and zoom) with 2 mice.""",1,i wish i could simul multitouch emul ie pinch zoom mice
1861_5,"""Just like the picture extras ... it'd be great if apps like twitter and facebook could register to be on the list of applications that a user can ""share"" a piece of text with in addition to email and sms.""",1,like pictur extra great app like twitter facebook could regist list applic user share piec text addit email sm
1861_6,"""This enables a number of cross app communication scenarios and lets the user choose how he wants to share that info""",0,thi enabl number cross app commun scenario let user choo want share info
1861_7,"""This enables caching of and usage of offline maps""",0,thi enabl cach usag offlin map
1861_8,"""Until Windows [Phone] 8.1 this part was too painful and took a lot of time and work.""",0,window phone part pain took lot time work
1864_1,"""Hope there are some automated tool for taking localised screenshots.""",0,hope autom tool take locali screenshot
1864_2,"""Then, I navigate to another page, press the button and it take N screenshots again, one for each language.""",0,i navig anoth page press button take n screenshot one languag
1864_3,"""In the upload website, a way to remove all screenshots and a way to upload all assets for all languages at once.""",0,in upload websit way remov screenshot way upload asset languag
1864_4,"""Provide a pre-certification tool that runs all the tests the Marketplace certification tool runs.""",1,provid pre certif tool run test marketplac certif tool run
1864_5,"""So developpers can have more confidence it will pass the tests and fix the issues before submitting to the marketplace.""",0,so developp confid pass test fix issu submit marketplac
1864_6,"""Time saver for Developers and Microsoft.""",0,time saver develop microsoft
1864_7,"""The phone currently plays a large selection of media formats (MP4, M4V, 3GP etc) that aren't supported in the emulator.""",0,phone current play larg select media format mp m v gp etc support emul
1864_8,"""This makes apps that use these formats extremely hard to debug.""",0,thi make app use format extrem hard debug
1864_9,"""Would be awesome if you could fix this :)""",0,would awesom could fix
1864_10,"""Just like the picture/music extras to be able to integrate in a persons/phone numbers(unkown caller)) So to add phone services to easy search for numbers or To be able to start a ""contact/message"" app from the contact card.""",0,like pictur music extra abl integr person phone number unkown caller so add phone servic easi search number to abl start contact messag app contact card
1864_11,"""Allow applications to register messaging endpoints on device [e.g.""",1,allow applic regist messag endpoint devic e g
1864_12,"""register as a launcher/chooser] to ease on-device inter-application communication""",0,regist launcher chooser ea devic inter applic commun
1864_13,"""When I see the Palm pre's multitask switch, I know there is something MS can do better.""",0,i see palm pre multitask switch i know someth ms better
1864_14,"""Hopefully with fluently switch and creative gesture and UI.""",0,hope fluentli switch creativ gestur ui
1864_15,"""Now we can just use pivot and panorama,but we can not handle their sensitive degree,sometimes I feel it's so high,and I want to edit it but no way to do this.""",0,use pivot panorama handl sensit degr sometim i feel high i want edit way
1864_16,"""Currently only Store apps can be submitted to the Store.""",0,current store app submit store
1864_17,"""Please allow me to submit existing Windows Desktop software to the Store.""",1,plea allow submit exist window desktop softwar store
1866_1,"""With all the new screen sizes and resolutions, testing in the emulator is certainly one way to try them out, but it'd aid in even more rapid development to be able to see them on the design surface like we already have for WVGA, WXGA, and 720p sizes.""",0,new screen size resolut test emul certainli one way tri aid even rapid develop abl see design surfac like alreadi wvga wxga p size
1867_1,"""We're still missing the 1080p and 6"" sizes""",0,we still miss p size
1868_1,"""Currently if we logged in twitter/fb or any other social networking sites throug their APIs, we cant logout.""",0,current log twitter fb social network site throug api cant logout
1868_2,"""It is because the web browser keeps the cookies.""",0,it web browser keep cooki
1868_3,"""So he cant login into his another account.""",0,so cant login anoth account
1868_4,"""Currently (Windows Phone 8.1) if you store your credentials in the PasswordVault, they aren't deleted on app uninstall, so if you install the app again the last stored credentials are available.""",0,current window phone store credenti passwordvault delet app uninst instal app last store credenti avail
1869_1,"""I think the credentials needs to be deleted with the app uninstall.""",0,i think credenti need delet app uninst
1870_1,"""Creating a Modern Windows app can require creating a lot of project files, one one per platform type (Windows Phone 8.0, Windows Phone 8.1, Windows 8.0, and Windows 8.1), with each project generating its own, unique output.""",0,creat modern window app requir creat lot project file one one per platform type window phone window phone window window project gener uniqu output
1870_2,"""Even Universal App projects create multiple projects, one for Windows 8.1, another for Windows Phone 8.1 (neither of which support the previous, 8.0 versions of Windows, to note!)""",0,even univ app project creat multipl project one window anoth window phone neither support previou version window note
1870_3,"""On iOS, it's possible to target many versions of the OS (6.0, 6.1, 7.0, 7.1, 8.0, etc.)""",0,on io possibl target mani version os etc
1870_4,"""with a single project file.""",0,singl project file
1871_1,"""When the app gets built, it generates a single package that can be distributed to any version of the OS (within developer-set version limitations).""",0,app get built gener singl packag distribut version os within develop set version limit
1871_2,"""When a new version of the OS comes out, it's possible to upgrade the app's project, and still have it's output support older versions of the OS.""",0,new version os come possibl upgrad app project still output support older version os
1872_1,"""(Windows 8.0 projects, when updated to Windows 8.1 projects, lose their ability to support Windows 8.0!)""",0,window project updat window project lose abil support window
1872_2,"""Being able to target multiple versions of Windows with a single project, one that, preferably, built a single app package, would be useful.""",0,abl target multipl version window singl project one prefer built singl app packag would use
1872_3,"""Furthermore, upgrading that project to target the latest version of Windows, shouldn't cause support for the previous version (of the OS) to be lost!""",0,furthermor upgrad project target latest version window cau support previou version os lost
1873_1,"""iOS developers get this feature, so should Windows developers.""",0,io develop get featur window develop
1874_1,"""When the app gets built, it generates a single package that can be___ more""",0,app get built gener singl packag
0_0,"""There has been some discussion on the blog post http://blogs.msdn.com/b/dotnet/archive/2015/07/30/universal-windows-apps-in-net.aspx?PageIndex=2#comments for supporting F# in the .""",0,discuss blog post http blog msdn com b dotnet archiv univ window app net aspx pageindex #comment support f#
0_1,"""Net native toolchain for UWP.""",0,net nativ toolchain uwp
0_2,"""I had posted this on the VS uservoice site https://visualstudio.uservoice.com/forums/121579-visual-studio/suggestions/7542181-add-f-support-for-net-native but it looks like that was the wrong place to do that.""",0,i post vs uservo site http visualstudio uservo com forum visual studio suggest add f support net nativ look like wrong place
0_3,"""I hope the votes that request got will be considered for this.""",0,i hope vote request got consid
0_4,"""A lot of people are moving to F# PCLs for library code and to be able to use those PCLs in the UWP and get native compilation via .""",0,a lot peopl move f# pcl librari code abl use pcl uwp get nativ compil via
0_5,"""Net native tools would be great.""",1,net nativ tool would great
0_6,"""There is a very annoying bug in the Windows 10 Store that hides apps form listing.





""",0,annoy bug window store hide app form list
0_7,"""Please vote so that this issue get addressed.""",0,plea vote issu get address
0_8,"""The Problem: The apps are accessible with the Store link: e.g. https://www.microsoft.com/store/apps/9WZDNCRFJ323""",0,problem app access store link e g http www microsoft com store app wzdncrfj
0_9,""" But if you try to search for it, e.g. Announcements for Windows, the app is not listed.""""",0,tri search e g announc window app list
0_10,"""The same applies when you list all apps from the publisher/developer.""",0,appli list app publish develop
0_11,"""In the Dashboard, the submission is configured like this: Distribution = Your app can be found by customers browsing or searching the Store.""",0,in dashboard submiss configur like distribut app found custom brow search store
0_12,"""Microsoft Support just answer this: I reviewed your account and show that the app is published correctly.""",0,microsoft support answer i review account show app publish correctli
0_13,"""I see that your apps can still be accessed through deep link and current users of the app will still be able to receive updates.""",0,i see app still access deep link current user app still abl receiv updat
0_14,"""We understand your concerns about your app experience with the search results.""",0,we understand concern app experi search result
0_15,"""Your app is published and can be found here: https://www.microsoft.com/en-us/store/apps/announcements-for-windows/9wzdncrfj323.""",0,app publish found http www microsoft com en us store app announc window wzdncrfj
0_16,"""We recommend that you share this deeplink via social media or your website for promoting your app to the public.""",1,we recommend share deeplink via social media websit promot app public
0_17,"""There is a very annoying bug in the Windows 10 Store that hides apps form listing.""",0,annoy bug window store hide app form list
0_18,"""Microsoft is not solving this issue.""",0,microsoft solv issu
0_20,"""The Problem: The apps are accessible with the Store link: e.g. https://www.microsoft.com/store/apps/9WZDNCRFJ323 But if you try to search for it, e.g. Announcements for Windows, the app is not listed.""",0,problem app access store link e g http www microsoft com store app wzdncrfj tri search e g announc window app list
0_23,"""Microsoft Support just answer this: I reviewed_____ more""""",0,microsoft support answer i review
0_24,"""I've encountered an issue in Background Audio behavior dependent on app's name.
""",0,i encount issu background audio behavior depend app name
0_25,"""Once it happens in normal usage, you won't be able to reinitialize the player at all without restarting the phone.""",0,onc happen normal usag abl reiniti player without restart phone
0_26,"""Once we change the name, then everything works all right.""",1,onc chang name everyth work right
0_27,"""The problem is probably when the app tryies to access BackgroundMediaPlayer.Current in IBackgrounTask.Run method - it fires the background task once again, what shouldn't happen.""",0,problem probabl app tryi access backgroundmediaplay current ibackgrountask run method fire background task happen
0_28,"""I've tested this on newest W10 build, both on emulator and device.""",0,i test newest w build emul devic
0_29,"""I've encountered an issue in Background Audio behavior dependent on app's name.""",0,i encount issu background audio behavior depend app name
0_30,"""I've managed to reproduce it using the official MSDN sample and as it's hard to test/debug, I've published a video with the problem: https://youtu.be/_W9S7g-JCQQ If the name of the app is little longer and/or with space inside, then after the OS cancels the background player (not used for some time), it's not possible to reinitialize it by pressing UVC button - the IBacgroundTask.Run method is called twice and without UVC button pressed event.""",0,i manag reproduc use offici msdn sampl hard test debug i publish video problem http youtu w s g jcqq if name app littl longer space insid os cancel background player use time possibl reiniti press uvc button ibacgroundtask run method call twice without uvc button press event
0_31,"""Once it happens in normal usage, you won't be able to reinitialize the player at_____ more""""",0,onc happen normal usag abl reiniti player
0_32,"""Some apps can work intensively in background, for example it maybe video converting, online financial data processing and more.

""",0,app work inten background exampl mayb video convert onlin financ data process
0_33,"""Wrong text display when write an English(LTR) word inside an Persian(Farsi) or Arabic(RTL) text(See Picture) when APP language et to English( """,0,wrong text display write english ltr word insid persian farsi arab rtl text see pictur app languag et english
0_34,"""Windows phone store should show total number of app downloads (All Markets) as well as ratings and reviews of All Markets instead of showing rates.

So, Please make store on phone show total app downloads all over the world as well as total rating and reviews of all regions.""""",1,window phone store show total number app download market well rate review market instead show rate so plea make store phone show total app download world well total rate review region
0_35,"""Windows phone store should show total number of app downloads (All Markets) as well as ratings and reviews of All Markets instead of showing rates and reviews based on region because it doesn't give a broad view and if by chance in any country there are no reviews on your app and someone want to download your app he might not just because he can't find it first of all (Cuz no rating) second he/she will think app doesn't have any reviews so it is not so good.""",1,window phone store show total number app download market well rate review market instead show rate review base region give broad view chanc countri review app someon want download app might find first cuz rate second think app review good
0_36,"""It might happen that app can have so many reviews on other_____ more""""",0,it might happen app mani review
0_37,"""It's great that the Dev Center now allows multiple users to access the same account, and I can submit app packages as a user with the developer role: https://msdn.microsoft.com/library/windows/apps/mt489008.aspx.

However, it would be even better if it allowed users with the developer role to create app packages in Visual Studio.""""",0,it great dev center allow multipl user access account i submit app packag user develop role http msdn microsoft com librari window app mt aspx howev would even better allow user develop role creat app packag visual studio
0_38,"""At the moment, it is impractical for me as a developer to keep asking my boss for his Microsoft account just to create app packages.""""",0,at moment impract develop keep ask boss microsoft account creat app packag
0_39,"""If I search something the first app in the list should be the one with the best user rating and most frequent updates, even if the app is not the official one.
""",1,if i search someth first app list one best user rate frequent updat even app offici one
0_40,"""The main problem is that the new users don't know about third party clients/apps so, in my opinion, this could improve a lot the user experience, especially for the new users.""",1,main problem new user know third parti client app opinion could improv lot user experi especi new user
0_41,"""http://s4.postimg.org/x5iou28u5/store.png If I search something the first app in the list should be the one with the best user rating and most frequent updates, even if the app is not the official one.""",1,http postimg org x iou u store png if i search someth first app list one best user rate frequent updat even app offici one
0_42,"""For example If I search Instagram the result should be: User's favourite app/Recomended app): 6tag Official app: Instragram BETA and then al the others.""",1,exampl if i search instagram result user favourit app recomend app tag offici app instragram beta al
0_43,"""A lot of official apps are almost completely abandoned (like Istragram Beta), but some unofficial clients are really amazing.""",0,a lot offici app almost complet abandon like istragram beta unoffici client realli amaz
0_44,"""The main problem is that the new users don't know about third party clients/apps so, in my opinion, this could improve a lot the user_____ more""""",0,main problem new user know third parti client app opinion could improv lot user
0_45,"""XmlnsDefinitionAttribute is an absolutely great attribute for Control Library developers.
""",0,xmlnsdefinitionattribut absolut great attribut control librari develop
0_46,"""If you use a 3rd party control library or you're a control library vendor, you should vote for this.""",1,if use rd parti control librari control librari vendor vote
0_47,"""It'll save you a lot of typing, looking for controls and types etc.""",0,it save lot type look control type etc
0_48,"""XmlnsDefinitionAttribute is an absolutely great attribute for Control Library developers.""",0,xmlnsdefinitionattribut absolut great attribut control librari develop
0_49,"""It allows the developers of that control library to greatly simplify the xaml by reducing the number of XMLNS declarations they need.""",0,it allow develop control librari greatli simplifi xaml reduc number xmln declar need
0_50,"""The only way around this is for the control vendor to throw every single class that might be used in XAML (not just controls but other types too), in the same namespace, creating a very ugly unwieldy API to code against.""",1,way around control vendor throw everi singl class might use xaml control type namespac creat ugli unwieldi api code
0_52,"""It'll save you a lot of typing, looking_____ more""""",0,it save lot type look
0_53,"""With the advent of //build 2015, the vision and direction of Microsoft seems to be open source and cross platform.

""",0,advent build vision direct microsoft seem open sourc cross platform
0_54,"""Please provide consistency throughout the entire Microsoft development ecosystem!""""",1,plea provid consist throughout entir microsoft develop ecosystem
0_55,"""Currently you have to provide a Splash Screen to get your app to pass the certification kit, which should really be a developer's choice like before.
""",1,current provid splash screen get app pass certif kit realli develop choic like
0_56,"""Currently when you overpan a ScrollViewer, where's no way to tell how much negative offset it is unless you do hacks like calculating it every 50ms via a Timer.""",0,current overpan scrollview way tell much neg offset unless hack like calcul everi ms via timer
0_57,"""The SVG data may be inline or loaded from a source (local file or remote from the web) There are few current tools for converting SVG to WPF/Silverlight-based XAML but they fall short when dealing with more complex SVG data.

This should work just like any other kind of image data.""",1,svg data may inlin load sourc local file remot web current tool convert svg wpf silverlight base xaml fall short deal complex svg data thi work like kind imag data
0_58,"""Some SVG files may be dynamically generated by a remote server - SVG data loaded in a XAML view may have internal named elements.""",0,svg file may dynam gener remot server svg data load xaml view may intern name element
0_59,"""I would imagine that there____d be a way to access the internal elements from code to manipulate them and attach event handlers (hover/touch, etc), change properties (color, opacity, etc).""",0,i would imagin way access intern element code manipul attach event handler hover touch etc chang properti color opac etc
0_60,"""We used this extensively in one javascript project but would have preferred to do this in XAML - There____s a lot of free source SVG files that usable under creative commons on Wikipedia for things like US maps, electoral districts and many other rich features.""",0,we use exten one javascript project would prefer xaml lot free sourc svg file usabl creativ common wikipedia thing like us map elector district mani rich featur
0_61,"""o It____s a huge time saver to piggyback on those assets.""",0,it huge time saver piggyback asset
0_62,"""For example, suppose you wanted to color a US map by probability of each electoral district voting a certain way.""",0,exampl suppo want color us map probabl elector district vote certain way
0_63,"""This is easily done with some reference data & SVG from Wikipedia.""",0,thi easili done refer data svg wikipedia
